,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
1,Seong Ho,2,running,10,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,0,0,1]",뛰어노는 아이 세명.,10,  역동적인 느낌이 표현되었으면 함.,4,  색이 어두움.,10,  세 명의 아이와 파도가 표현되려면 Dense 해야 함.,물이 비치는 느낌
2,6400dc9af341e8a575a457f6,2,running,7,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,0,0,1]",indicates movement ,7,nan,8,nan,7,nan,nan
3,6400dc9af341e8a575a457f6,2,running,7,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,0,0,1]",indicates movement ,7,nan,8,nan,7,nan,nan
4,5e4875f3110b3730eefa32a1,2,running,7,"[0,0,1,1]","[0,0,1,1]","[0,0,0,0]","[0,0,0,0]",the colours used and the scene itself,9,nan,7,nan,6,nan,nan
5,5e909d9ac9ce2503b2650797,2,running,3,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",the movement depicted ,7,nan,7,nan,5,nan,nan
6,5fc00a11268eb941e7d8b066,2,running,6,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]",The boy in the middle commands most of the attention.,6,nan,8,nan,4,nan,nan
7,5b295f60bbd4880001117976,2,running,7,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,0,0,0]",Sea waves crashing behind the children running through it. ,7,nan,7,nan,7,nan,nan
8,630100561dc47fd83f5b4745,2,running,10,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,1,1,1]","Children playing in the sea, looks like they are running and having fun. Very dynamic. ",10,nan,7,nan,9,nan,nan
9,5f7959d0b6791155e6932dd1,2,running,6,"[0,0,0,0]","[0,1,1,0]","[0,0,0,0]","[0,0,0,0]","The faces of the children, especially the ones that look blurred is what gives the picture dynamism.",8,"  The music should be fast, like children are, echoing the splashing in the water.",8,  I think the music should be high like children squealing in the sea.,2,  The music should be light and fun.,There should be an undercurrent of melodical pacing in the music to signify the waves of the sea.
10,5967e9a831394d0001abdb3f,2,running,7,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,0,0,0]",The children are running through the water creating a sense of dynamism,5,  Something light and frothy to represent youth,5,nan,3,nan,nan
11,657421f9661ce9a8cd7482d1,2,running,10,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,1,1,1]",Very dynamic and unique design ,8,  High tempo is needed for the art work and this is what children also like ,8,  high pitch is also need to blend with the high tempo,8,  High density will also facilitate the beauty and melody of the music when viewing the piece ,nan
12,5e56590389b924000c184113,2,running,6,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,1,1,1]","Movement, playful and motion.",6,nan,5,nan,6,nan,nan
13,65c4bfbc22bc351322c66e32,2,running,6,"[0,0,1,0]","[0,0,0,0]","[0,1,0,0]","[0,0,0,0]",An outstanding look,3,nan,2,nan,7,nan,nan
14,63f77942d3cad20e65a411a9,2,running,10,"[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","the cloud, ocean and boys seem in motion",7,nan,6,nan,7,nan,nan
15,5c584d2040378900013b6fb9,2,running,7,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,0,0,1]","It shows all 3 kids and their reflection in the water, along with the splashes.",6,"  It seems like a happy, fun and playful picture. Quite cheeky and innocent",7,  children and fun,5,nan,nan
16,613e454dca2db9fcef1f8e8d,2,running,7,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,0,1,1]","Boys running, the water around their legs is splashing and in the distance a wave is breaking",7,"  playful movement, not intense",5,  A balance between the vastness of the sea and the playfulness of the boys.,7,"  I feel that the splashing waves would add a dense feeling, and the volume of water in the picture",nan
